sclaim_number,sjob_no,dtpaid,cpaid_parts,cpaid_labor,cpaid_sublet,cpaid_other,cpaid_deductible,cclaim_taxes,claim_total,spayee_state,dtclaim_paid_date,Cause_of_Loss,Loss_Code,Claim_State,Coverage_Type,Date_Claim_is_Reported,Date_of_Loss,Make,Mileage_At_Claim,Model,Model_Year,Repair_Description
C000016636      ,A01 ,7/16/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,7/16/2021 0:00,"Control arm balljoints are joints are separating both sides bushings are starting to crack on front lowers- SA states its more effective to replace control arms as an assembly
Tech states front struts are also leaking fluid all around",SU001FA ,OR,SU001FA ,7/9/2021,7/9/2021,LEXUS,149671,RX 450,2012,Control Arm(s)                                              
C000016636      ,A01 ,7/27/2021 0:00,341.78,2422.12,0,0,-100,0,"$2,663.90 ",WA,7/27/2021 0:00,"Control arm balljoints are joints are separating both sides bushings are starting to crack on front lowers- SA states its more effective to replace control arms as an assembly
Tech states front struts are also leaking fluid all around",SU001FA ,OR,SU001FA ,7/9/2021,7/9/2021,LEXUS,149671,RX 450,2012,Control Arm(s)                                              
C000016636      ,A02 ,7/27/2021 0:00,525.98,0,0,0,0,0,$525.98 ,WA,7/27/2021 0:00,"Control arm balljoints are joints are separating both sides bushings are starting to crack on front lowers- SA states its more effective to replace control arms as an assembly
Tech states front struts are also leaking fluid all around",SUEX01A ,OR,SUEX01A ,7/9/2021,7/9/2021,LEXUS,149671,RX 450,2012,Strut(s)                                                    
C000019299      ,A01 ,12/6/2021 0:00,344,499.1,0,0,-50,0,$793.10 ,OR,12/6/2021 0:00,found the rt rear dooe latch hads an internal failure,EL021M  ,OR,EL021M  ,11/24/2021,11/17/2021,MERCEDES-BENZ,58749,G 550,2017,Power Door Lock Actuator(s)                                 
C000022877      ,A01 ,4/26/2022 0:00,155,161,0,0,0,0,$316.00 ,OR,4/26/2022 0:00,did pin testing and found the driver side power window switch was failing,EL024M  ,OR,EL024M  ,4/21/2022,4/8/2022,MERCEDES-BENZ,30666,GLC 300 4MATIC,2018,Power Window Switches                                       
C000020724      ,A01 ,2/11/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,2/11/2022 0:00,"p0299, under boost fault turbo is causing the light and lack of power
used chassis ears to pinpoint noise. noise coming from the ptu. verified metal in the gear oil",FUTC1   ,OR,FUTC1   ,1/31/2022,1/24/2022,LAND ROVER,84328,LR2 HSE,2013,Turbocharger                                                
C000020724      ,A01 ,3/8/2022 0:00,237.94,943,0,320,-200,0,"$1,300.94 ",OR,3/8/2022 0:00,"p0299, under boost fault turbo is causing the light and lack of power
used chassis ears to pinpoint noise. noise coming from the ptu. verified metal in the gear oil",FUTC1   ,OR,FUTC1   ,1/31/2022,1/24/2022,LAND ROVER,84328,LR2 HSE,2013,Turbocharger                                                
C000020724      ,A02 ,3/8/2022 0:00,2158.35,984,0,0,0,0,"$3,142.35 ",OR,3/8/2022 0:00,"p0299, under boost fault turbo is causing the light and lack of power
used chassis ears to pinpoint noise. noise coming from the ptu. verified metal in the gear oil",TC001F  ,OR,TC001F  ,1/31/2022,1/24/2022,LAND ROVER,84328,LR2 HSE,2013,Internal Lubricated Components                              
C000020458      ,A01 ,3/25/2022 0:00,331,986,0,0,-100,0,"$1,217.00 ",WA,3/25/2022 0:00,"Tech verified the cel light on. tech found the vehicle needs an intake line that is attached to the vent crank valve
tech scanned vehicle and found code p052e71,",ENEX    ,OR,ENEX    ,1/19/2022,1/19/2022,MERCEDES-BENZ,37199,GLC 300 4MATIC,2018,X-Misc Non-Excluded Engine Components                       
C000020458      ,A02 ,3/25/2022 0:00,0,0,0,280,0,0,$280.00 ,WA,3/25/2022 0:00,"Tech verified the cel light on. tech found the vehicle needs an intake line that is attached to the vent crank valve
tech scanned vehicle and found code p052e71,",ZBRE0408,OR,ZBRE0408,1/19/2022,1/19/2022,MERCEDES-BENZ,37199,GLC 300 4MATIC,2018,"Rental-Covered Repair ($40/Day, 8 Days Max)                 "
C000017009      ,A01 ,8/3/2021 0:00,24.28,109.2,0,0,-100,2,$35.48 ,CA,8/3/2021 0:00,gas cap seal is torn,FUSG    ,OR,FUSG    ,7/30/2021,7/30/2021,TOYOTA,44069,CAMRY,2018,S&G-Misc Seals & Gaskets (Fuel)                             
C000018633      ,A01 ,11/1/2021 0:00,236.19,131.3,0,0,-100,0,$267.49 ,OR,11/1/2021 0:00,"cel code read p3400 rocker arm oil pressure switch, changed oil on vehicle, code came back. Per TSB 20-023 and TSB 13-031, change oil and if code comes back on, rocker arm oil pressure switch left side (OCV valve is alternative name)",ELEX    ,OR,ELEX    ,10/25/2021,10/13/2021,HONDA,50045,PILOT TOURING,2012,X-Misc Non-Excluded Electrical Components                   
C000017933      ,A01 ,10/15/2021 0:00,87,199.68,0,0,-50,0,$236.68 ,OR,10/15/2021 0:00,bad transmission mount,TREX    ,OR,TREX    ,9/16/2021,9/10/2021,MERCEDES-BENZ,116463,E 350,2013,X-Misc Non-Excluded Transmission Components                 
C000020921      ,A01 ,2/18/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,2/18/2022 0:00,"DSC module faulted Codes: Cda558 signal axle engine speed, CF5486 signal sped unconfirmed, 1bd608 wheel speed sensor rear right signal malfunction. 
DSC module internlly failed
verified wheel speed sensor and was able to swap and trace sensor fail to other wheel when swapped
Right rear wheel hub internal ring failed and not reading sensors.
tech finding water pump leaks
tech finding motor mounts worn",ELEX18  ,OR,ELEX18  ,2/9/2022,2/4/2022,BMW,57711,X1 XDRIVE28I,2016,Body Control Module (BCM)                                   
C000020921      ,A01 ,3/29/2022 0:00,1229.35,859.95,0,0,-100,0,"$1,989.30 ",WA,3/29/2022 0:00,"DSC module faulted Codes: Cda558 signal axle engine speed, CF5486 signal sped unconfirmed, 1bd608 wheel speed sensor rear right signal malfunction. 
DSC module internlly failed
verified wheel speed sensor and was able to swap and trace sensor fail to other wheel when swapped
Right rear wheel hub internal ring failed and not reading sensors.
tech finding water pump leaks
tech finding motor mounts worn",ELEX18  ,OR,ELEX18  ,2/9/2022,2/4/2022,BMW,57711,X1 XDRIVE28I,2016,Body Control Module (BCM)                                   
C000020921      ,A02 ,3/29/2022 0:00,529.4,459.98,0,0,0,0,$989.38 ,WA,3/29/2022 0:00,"DSC module faulted Codes: Cda558 signal axle engine speed, CF5486 signal sped unconfirmed, 1bd608 wheel speed sensor rear right signal malfunction. 
DSC module internlly failed
verified wheel speed sensor and was able to swap and trace sensor fail to other wheel when swapped
Right rear wheel hub internal ring failed and not reading sensors.
tech finding water pump leaks
tech finding motor mounts worn",SU017A  ,OR,SU017A  ,2/9/2022,2/4/2022,BMW,57711,X1 XDRIVE28I,2016,Wheel Bearing(s)                                            
C000020921      ,A03 ,3/29/2022 0:00,539.88,1899.91,0,0,0,0,"$2,439.79 ",WA,3/29/2022 0:00,"DSC module faulted Codes: Cda558 signal axle engine speed, CF5486 signal sped unconfirmed, 1bd608 wheel speed sensor rear right signal malfunction. 
DSC module internlly failed
verified wheel speed sensor and was able to swap and trace sensor fail to other wheel when swapped
Right rear wheel hub internal ring failed and not reading sensors.
tech finding water pump leaks
tech finding motor mounts worn",CO007   ,OR,CO007   ,2/9/2022,2/4/2022,BMW,57711,X1 XDRIVE28I,2016,Water Pump                                                  
C000020921      ,A04 ,3/29/2022 0:00,332.24,1429.93,0,0,0,0,"$1,762.17 ",WA,3/29/2022 0:00,"DSC module faulted Codes: Cda558 signal axle engine speed, CF5486 signal sped unconfirmed, 1bd608 wheel speed sensor rear right signal malfunction. 
DSC module internlly failed
verified wheel speed sensor and was able to swap and trace sensor fail to other wheel when swapped
Right rear wheel hub internal ring failed and not reading sensors.
tech finding water pump leaks
tech finding motor mounts worn",EN011   ,OR,EN011   ,2/9/2022,2/4/2022,BMW,57711,X1 XDRIVE28I,2016,Engine Mount(s)                                             
C000019092      ,A01 ,11/22/2021 0:00,346,435.6,0,0,-100,32.87,$714.47 ,CA,11/22/2021 0:00,pass seat switch is inop,EL027B  ,OR,EL027B  ,11/12/2021,11/12/2021,MERCEDES-BENZ,54562,S 63 AMG,2015,Power Seat Switches                                         
C000017811      ,A01 ,9/15/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,9/15/2021 0:00,"valve inside of fuel tank is stuck. 
checked evap system. no leaks found. removed line to vapor canister started vehicle, fuel was running out of line.",FU004   ,OR,FU004   ,9/9/2021,9/7/2021,VOLKSWAGEN,59291,GOLF,2016,Fuel Tank                                                   
C000017811      ,A01 ,1/17/2022 0:00,1528.31,728,0,0,-100,0,"$2,156.31 ",OR,1/17/2022 0:00,"valve inside of fuel tank is stuck. 
checked evap system. no leaks found. removed line to vapor canister started vehicle, fuel was running out of line.",FU004   ,OR,FU004   ,9/9/2021,9/7/2021,VOLKSWAGEN,59291,GOLF,2016,Fuel Tank                                                   
C000019833      ,A01 ,12/27/2021 0:00,329.3,342,0,0,-100,0,$571.30 ,OR,12/27/2021 0:00,Tech verified CH concern. Tech removed door panel tested power and ground during testing tech found and open internally. tech stated door lock needs to be replaced.,IEEX01M ,OR,IEEX01M ,12/21/2021,12/20/2021,LEXUS,41712,GS 350,2015,Door Latch/Lock(s)                                          
C000021093      ,A01 ,2/22/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,2/22/2022 0:00,"verified and found front noisy diff bearings and metal in the fluid fluid level full and no leaks
found on inspection left motor mount is broken",DA001FF ,OR,DA001FF ,2/15/2022,2/14/2022,GMC,65418,YUKON XL DENALI,2018,Internal Lubricated Components                              
C000021093      ,A01 ,3/7/2022 0:00,748.24,1664.7,0,0,-100,0,"$2,312.94 ",OR,3/7/2022 0:00,"verified and found front noisy diff bearings and metal in the fluid fluid level full and no leaks
found on inspection left motor mount is broken",DA001FF ,OR,DA001FF ,2/15/2022,2/14/2022,GMC,65418,YUKON XL DENALI,2018,Internal Lubricated Components                              
C000021093      ,A02 ,3/7/2022 0:00,128.3,1270.9,0,0,0,0,"$1,399.20 ",OR,3/7/2022 0:00,"verified and found front noisy diff bearings and metal in the fluid fluid level full and no leaks
found on inspection left motor mount is broken",EN011   ,OR,EN011   ,2/15/2022,2/14/2022,GMC,65418,YUKON XL DENALI,2018,Engine Mount(s)                                             
C000021093      ,A01 ,3/7/2022 0:00,0,0,0,155.2,0,0,$155.20 ,OR,3/7/2022 0:00,"verified and found front noisy diff bearings and metal in the fluid fluid level full and no leaks
found on inspection left motor mount is broken",DA001FF ,OR,DA001FF ,2/15/2022,2/14/2022,GMC,65418,YUKON XL DENALI,2018,Internal Lubricated Components                              
C000022540      ,A01 ,4/15/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,4/15/2022 0:00,Tech verified concern present and found noise clicking on both sides of axle front end boots were free of damage or tears,DA005M  ,OR,DA005M  ,4/12/2022,4/12/2022,MERCEDES-BENZ,85178,C 300 4MATIC,2015,C.V. Joint(s)                                               
C000020883      ,A01 ,2/17/2022 0:00,268,289.8,0,0,-150,0,$407.80 ,OR,2/17/2022 0:00,"1 and 2: throttle position switch sensor is faulty, p630900 code pedal sensor is defective p321200 code throttle body position switch sensor, throttle body position sensor was cleaned but the code still comes up after being cleared",ELEX    ,OR,ELEX    ,2/8/2022,2/7/2022,MERCEDES-BENZ,64381,E 350,2012,X-Misc Non-Excluded Electrical Components                   
C000022573      ,A01 ,4/26/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,4/26/2022 0:00,"trouble codes p174e, p0501
tech attempted to check data logger, could not read, inspect harness for damage none found, tpm connector for water damage, non found, ignition control found high resistance
trans valve body harness shorted internally
no tsb
4/27/22 - drove vehicle, still heard loud chain noise, found that the fluid in the PTU is excessively thick and dark, no leaks, metal shavings in the oil, fluid level ok",TREX    ,OR,TREX    ,4/13/2022,4/6/2022,LAND ROVER,52457,RANGE ROVER EVOQUE SE,2017,X-Misc Non-Excluded Transmission Components                 
C000021319      ,A01 ,3/7/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,3/7/2022 0:00,"codes - no.  internal fault in electronic steering rack.  power ground good.
The factory warranty start date was 08/29/2016",ST003F  ,OR,ST003F  ,2/24/2022,2/14/2022,MERCEDES-BENZ,31324,E 300 4MATIC,2017,Steering Gear / Rack & Pinion Assembly                      
C000021916      ,A01 ,3/25/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,3/25/2022 0:00,"communication error found metal in fluid- tech had a fluid sample with metal shavings dropped the pan and saw excessive metal debris present no leaks level was full 
found the rear main seal leaking",TR001F  ,OR,TR001F  ,3/17/2022,3/17/2022,MERCEDES-BENZ,56351,GLS 450 4MATIC,2017,Internal Lubricated Component                               
C000021916      ,A01 ,4/4/2022 0:00,7328.91,2100,0,320,-100,589.97,"$10,238.88 ",AZ,4/4/2022 0:00,"communication error found metal in fluid- tech had a fluid sample with metal shavings dropped the pan and saw excessive metal debris present no leaks level was full 
found the rear main seal leaking",TR001F  ,OR,TR001F  ,3/17/2022,3/17/2022,MERCEDES-BENZ,56351,GLS 450 4MATIC,2017,Internal Lubricated Component                               
C000021916      ,A02 ,4/4/2022 0:00,112.1,100,0,0,0,9.02,$221.12 ,AZ,4/4/2022 0:00,"communication error found metal in fluid- tech had a fluid sample with metal shavings dropped the pan and saw excessive metal debris present no leaks level was full 
found the rear main seal leaking",ENSG12R ,OR,ENSG12R ,3/17/2022,3/17/2022,MERCEDES-BENZ,56351,GLS 450 4MATIC,2017,S&G - Rear Main Seal                                        
C000017271      ,A01 ,8/11/2021 0:00,348,153.6,0,0,-50,0,$451.60 ,OR,8/11/2021 0:00,blower motor is going bad.  no codes,AC006BFR,OR,AC006BFR,8/11/2021,8/9/2021,MERCEDES-BENZ,85983,E 350 4MATIC WAGON,2015,Blower Motor(s)                                             
C000018980      ,A01 ,11/12/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,11/12/2021 0:00,"found code p035213 found coil #2 switched coils misfire followed bad coil
cam solenoids are leaking into the engine wire harness damaging the harness, position sensors, and oxygen sensor",EL046   ,OR,EL046   ,11/9/2021,11/5/2021,MERCEDES-BENZ,91702,E 350 4MATIC WAGON,2015,Ignition Coil(s)/Coil Pack                                  
C000018980      ,A01 ,11/22/2021 0:00,519.4,1163.5,0,0,-100,0,"$1,582.90 ",OR,11/22/2021 0:00,"found code p035213 found coil #2 switched coils misfire followed bad coil
cam solenoids are leaking into the engine wire harness damaging the harness, position sensors, and oxygen sensor",EL046   ,OR,EL046   ,11/9/2021,11/5/2021,MERCEDES-BENZ,91702,E 350 4MATIC WAGON,2015,Ignition Coil(s)/Coil Pack                                  
I000015647      ,A01 ,5/21/2021 0:00,210,245.76,0,0,-50,0,$405.76 ,OR,5/21/2021 0:00,"complaint 1 :FAULT TRACE NOISE TO BELT TENSIONER

complaint 2. unable to duplicate so far",ENEX    ,OR,ENEX    ,5/18/2021,5/18/2021,MERCEDES-BENZ,78658,E 350 4MATIC WAGON,2015,X-Misc Non-Excluded Engine Components                       
C000022834      ,A01 ,4/22/2022 0:00,0,250,0,0,0,0,$250.00 ,OR,4/22/2022 0:00,stains look blue,CC007   ,OR,CC007   ,4/20/2022,4/20/2022,MERCEDES-BENZ,18622,GLE 350 4MATIC,2020,Blood/Pet/Urine Repair                                      
C000017075      ,A01 ,8/13/2021 0:00,515.5,0,0,0,0,0,$515.50 ,OR,8/13/2021 0:00,,KR002   ,OR,KR002   ,8/2/2021,7/13/2021,MERCEDES-BENZ,12912,GLA 250 4MATIC,2019,Key Replacement $800                                        
C000018815      ,A01 ,11/23/2021 0:00,75,0,0,0,0,0,$75.00 ,OR,11/23/2021 0:00,,WD001   ,OR,WD001   ,11/1/2021,10/29/2021,MERCEDES-BENZ,14249,E 450 4MATIC,2020,Windshield Repair                                           
C000016577      ,A01 ,7/28/2021 0:00,950,0,0,0,0,0,$950.00 ,OR,7/28/2021 0:00,,WD004   ,OR,WD004   ,7/6/2021,12/9/2020,MERCEDES-BENZ,37875,C 300 4MATIC,2016,OEM Windshield Replacement                                  
C000016580      ,A01 ,8/13/2021 0:00,931.28,0,0,0,0,0,$931.28 ,OR,8/13/2021 0:00,,WD004   ,OR,WD004   ,7/6/2021,4/5/2021,MERCEDES-BENZ,1200,SPRINTER 3500,2020,OEM Windshield Replacement                                  
C000017733      ,A01 ,9/9/2021 0:00,1025.01,0,0,0,0,0,"$1,025.01 ",OR,9/9/2021 0:00,,WD004   ,OR,WD004   ,9/3/2021,5/27/2021,MERCEDES-BENZ,3926,SPRINTER 3500,2020,OEM Windshield Replacement                                  
C000022901      ,A01 ,4/25/2022 0:00,0,1535.73,0,0,0,0,"$1,535.73 ",OR,4/25/2022 0:00,shield,WD002   ,OR,WD002   ,4/21/2022,1/19/2022,MERCEDES-BENZ,17618,SPRINTER 1500,2020,Aftermarket Windshield Replacement                          
C000022931      ,A01 ,4/25/2022 0:00,0,1535.73,0,0,0,0,"$1,535.73 ",OR,4/25/2022 0:00,shield,WD004   ,OR,WD004   ,4/22/2022,1/14/2022,MERCEDES-BENZ,20711,SPRINTER 2500,2020,OEM Windshield Replacement                                  
C000016583      ,A01 ,8/13/2021 0:00,806.13,0,0,0,0,0,$806.13 ,OH,8/13/2021 0:00,,WD004   ,OR,WD004   ,7/6/2021,5/19/2021,MINI,26686,COOPER COUNTRYMAN ALL4,2019,OEM Windshield Replacement                                  
C000016077      ,A01 ,7/7/2021 0:00,75,0,0,0,0,0,$75.00 ,OR,7/7/2021 0:00,,WD001   ,OR,WD001   ,6/10/2021,5/4/2021,MERCEDES-BENZ,10400,C 300 4MATIC,2018,Windshield Repair                                           
C000015273      ,A01 ,5/11/2021 0:00,0,123,0,0,0,0,$123.00 ,CA,5/11/2021 0:00,,DD001   ,OR,DD001   ,4/28/2021,4/27/2021,AUDI,31703,S8 PLUS QUATTRO,2016,Dent & Ding Repair                                          
